#Constants		pitch_P		pitch_I		pitch_D
#PIDValues		1500		0		50
#Constants		roll_P		roll_I		roll_D
#PIDValues		0		0		0
&ms	m1/1300	m2/1300	m3/1300	m4/1300	degrees	degrees	degrees	degrees	dM/13	dM/13	dM/13	dM/13
404	910	910	910	910	-68.7207	-6.57733	0	0	0	0	0	0
405	910	910	910	910	-68.7146	-6.56837	0	0	0	0	0	0
406	910	910	910	910	-68.7088	-6.59566	0	0	0	0	0	0
407	910	910	910	910	-68.7132	-6.58559	0	0	0	0	0	0
408	910	910	910	910	-68.7115	-6.60884	0	0	0	0	0	0
409	910	910	910	910	-68.7076	-6.59386	0	0	0	0	0	0
410	910	910	910	910	-68.72	-6.58041	0	0	0	0	0	0
411	910	910	910	910	-68.7085	-6.59255	0	0	0	0	0	0
412	910	910	910	910	-68.7138	-6.56855	0	0	0	0	0	0
413	910	910	910	910	-68.7224	-6.57238	0	0	0	0	0	0
414	910	910	910	910	-68.7105	-6.58649	0	0	0	0	0	0
415	910	910	910	910	-68.7102	-6.5843	0	0	0	0	0	0
416	910	910	910	910	-68.7155	-6.58432	0	0	0	0	0	0
417	910	910	910	910	-68.7109	-6.56913	0	0	0	0	0	0
418	910	910	910	910	-68.7113	-6.58803	0	0	0	0	0	0
419	910	910	910	910	-68.715	-6.58461	0	0	0	0	0	0
420	910	910	910	910	-68.7075	-6.59759	0	0	0	0	0	0
421	910	910	910	910	-68.719	-6.74931	0	0	0	0	0	0
422	910	910	910	910	-68.7138	-6.59307	0	0	0	0	0	0
423	910	910	910	910	-68.7087	-6.604	0	0	0	0	0	0
424	910	910	910	910	-68.7205	-6.56644	0	0	0	0	0	0
425	910	910	910	910	-68.7115	-6.58284	0	0	0	0	0	0
426	910	910	910	910	-68.7107	-6.60004	0	0	0	0	0	0
427	910	910	910	910	-68.715	-6.58993	0	0	0	0	0	0
428	910	910	910	910	-68.7116	-6.59032	0	0	0	0	0	0
429	910	910	910	910	-68.7139	-6.58179	0	0	0	0	0	0
430	910	910	910	910	-68.7173	-6.54551	0	0	0	0	0	0
431	910	910	910	910	-68.7116	-6.58131	0	0	0	0	0	0
432	910	910	910	910	-68.7087	-6.61744	0	0	0	0	0	0
433	910	910	910	910	-68.7104	-6.62017	0	0	0	0	0	0
434	910	910	910	910	-68.7114	-6.56875	0	0	0	0	0	0
435	910	910	910	910	-68.7126	-6.59447	0	0	0	0	0	0
436	910	910	910	910	-68.7148	-6.57111	0	0	0	0	0	0
437	910	910	910	910	-68.7145	-6.583	0	0	0	0	0	0
438	910	910	910	910	-68.7188	-6.58005	0	0	0	0	0	0
439	910	910	910	910	-68.712	-6.56403	0	0	0	0	0	0
440	910	910	910	910	-68.7118	-6.6166	0	0	0	0	0	0
441	910	910	910	910	-68.7119	-6.58167	0	0	0	0	0	0
442	910	910	910	910	-68.7145	-6.57906	0	0	0	0	0	0
443	910	910	910	910	-68.7102	-6.59172	0	0	0	0	0	0
444	910	910	910	910	-68.716	-6.75345	0	0	0	0	0	0
445	910	910	910	910	-68.7119	-6.57442	0	0	0	0	0	0
446	910	910	910	910	-68.7148	-6.58037	0	0	0	0	0	0
447	910	910	910	910	-68.7098	-6.58086	0	0	0	0	0	0
448	910	910	910	910	-68.7191	-6.59955	0	0	0	0	0	0
449	910	910	910	910	-68.7172	-6.56737	0	0	0	0	0	0
450	910	910	910	910	-68.7103	-6.58066	0	0	0	0	0	0
451	910	910	910	910	-68.7172	-6.56591	0	0	0	0	0	0
452	910	910	910	910	-68.7079	-6.58814	0	0	0	0	0	0
453	910	910	910	910	-68.7173	-6.58176	0	0	0	0	0	0
454	910	910	910	910	-68.716	-6.56879	0	0	0	0	0	0
455	910	910	910	910	-68.7132	-6.57353	0	0	0	0	0	0
456	910	910	910	910	-68.7147	-6.56796	0	0	0	0	0	0
457	910	910	910	910	-68.7084	-6.58179	0	0	0	0	0	0
458	910	910	910	910	-68.7154	-6.58351	0	0	0	0	0	0
459	910	910	910	910	-68.7144	-6.58074	0	0	0	0	0	0
460	910	910	910	910	-68.7136	-6.58261	0	0	0	0	0	0
461	910	910	910	910	-68.7179	-6.56817	0	0	0	0	0	0
462	910	910	910	910	-68.7082	-6.60454	0	0	0	0	0	0
463	910	910	910	910	-68.7167	-6.57688	0	0	0	0	0	0
464	910	910	910	910	-68.7048	-6.61307	0	0	0	0	0	0
465	910	910	910	910	-68.718	-6.57425	0	0	0	0	0	0
466	910	910	910	910	-68.6783	-6.68434	0	0	0	0	0	0
467	910	910	910	910	-68.7085	-6.63192	0	0	0	0	0	0
468	910	910	910	910	-68.7192	-6.58369	0	0	0	0	0	0
469	910	910	910	910	-68.7105	-6.74313	0	0	0	0	0	0
470	910	910	910	910	-68.8054	-6.35354	0	0	0	0	0	0
471	910	910	910	910	-68.8036	-6.50326	0	0	0	0	0	0
472	910	910	910	910	-68.8041	-6.51739	0	0	0	0	0	0
473	910	910	910	910	-68.7721	-6.37858	0	0	0	0	0	0
474	910	910	910	910	-68.6034	-6.79759	0	0	0	0	0	0
475	910	910	910	910	-68.6123	-7.07856	0	0	0	0	0	0
476	910	910	910	910	-68.6978	-7.20075	0	0	0	0	0	0
477	910	910	910	910	-68.7092	-6.97938	0	0	0	0	0	0
478	910	910	910	910	-68.5067	-7.70914	0	0	0	0	0	0
479	910	910	910	910	-66.613	-8.79074	0	0	0	0	0	0
480	910	910	910	910	-62.348	-6.89816	0	0	0	0	0	0
481	910	910	910	910	-58.3202	-4.51191	0	0	0	0	0	0
482	910	910	910	910	-53.0715	-3.13262	0	0	0	0	0	0
483	910	910	910	910	-46.9161	-2.85837	0	0	0	0	0	0
484	910	910	910	910	-41.5937	-1.56969	0	0	0	0	0	0
485	910	910	910	910	-36.9342	-0.119108	0	0	0	0	0	0
486	910	910	910	910	-33.6039	0.721408	0	0	0	0	0	0
487	910	910	910	910	-30.01	0.566267	0	0	0	0	0	0
488	910	910	910	910	-26.4972	0.136394	0	0	0	0	0	0
489	910	910	910	910	-21.2003	-0.783769	0	0	0	0	0	0
490	910	910	910	910	-16.6885	-1.23396	0	0	0	0	0	0
491	910	910	910	910	-12.0339	-1.57324	0	0	0	0	0	0
492	910	910	910	910	-6.77052	-1.64983	0	0	0	0	0	0
493	910	910	910	910	-2.81965	-1.63724	0	0	0	0	0	0
494	910	910	910	910	1.74301	-1.60742	0	0	0	0	0	0
495	910	910	910	910	5.6797	-1.51719	0	0	0	0	0	0
496	910	910	910	910	8.90499	-1.47922	0	0	0	0	0	0
497	910	910	910	910	10.5542	-1.45318	0	0	0	0	0	0
498	910	910	910	910	11.7679	-1.28374	0	0	0	0	0	0
499	910	910	910	910	12.3219	-1.36283	0	0	0	0	0	0
500	910	910	910	910	12.4503	-1.51314	0	0	0	0	0	0
501	910	910	910	910	11.782	-1.83117	0	0	0	0	0	0
502	910	910	910	910	10.5402	-2.03054	0	0	0	0	0	0
503	910	910	910	910	9.34675	-2.30849	0	0	0	0	0	0
504	910	910	910	910	8.01059	-2.22077	0	0	0	0	0	0
505	910	910	910	910	7.01924	-1.80421	0	0	0	0	0	0
506	910	910	910	910	6.37181	-1.3916	0	0	0	0	0	0
507	910	910	910	910	5.63605	-1.08198	0	0	0	0	0	0
508	910	910	910	910	4.8716	-1.09728	0	0	0	0	0	0
509	910	910	910	910	4.10093	-1.31086	0	0	0	0	0	0
510	910	910	910	910	3.13095	-1.6733	0	0	0	0	0	0
511	910	910	910	910	2.21374	-1.94185	0	0	0	0	0	0
